id,top_match,category,university,category_score,created_at
df561435-6605-489c-bfb0-66dc1e55815c,dlsu,"Campus Life",up,46,2026-05-07T22:18:57.350Z
df561435-6605-489c-bfb0-66dc1e55815c,dlsu,"Campus Life",ust,100,2026-05-07T22:18:57.350Z
df561435-6605-489c-bfb0-66dc1e55815c,dlsu,"Values & Identity",admu,51,2026-05-07T22:18:57.350Z
df561435-6605-489c-bfb0-66dc1e55815c,dlsu,"Values & Identity",dlsu,95,2026-05-07T22:18:57.350Z
df561435-6605-489c-bfb0-66dc1e55815c,dlsu,"Values & Identity",up,61,2026-05-07T22:18:57.350Z
df561435-6605-489c-bfb0-66dc1e55815c,dlsu,"Values & Identity",ust,73,2026-05-07T22:18:57.350Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Academic Experience",admu,53,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Academic Experience",dlsu,124,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Academic Experience",up,6,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Academic Experience",ust,31,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Social & Cultural Fit",admu,94,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Social & Cultural Fit",dlsu,106,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Social & Cultural Fit",up,58,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Social & Cultural Fit",ust,68,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Campus Life",admu,74,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Campus Life",dlsu,157,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Campus Life",up,63,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Campus Life",ust,82,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Values & Identity",admu,66,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Values & Identity",dlsu,116,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Values & Identity",up,39,2026-05-08T00:55:28.864Z
1328647f-a86f-4988-a7a3-de052d55e8f1,dlsu,"Values & Identity",ust,49,2026-05-08T00:55:28.864Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Academic Experience",admu,48,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Academic Experience",dlsu,23,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Academic Experience",up,82,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Academic Experience",ust,57,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Social & Cultural Fit",admu,41,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Social & Cultural Fit",dlsu,32,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Social & Cultural Fit",up,136,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Social & Cultural Fit",ust,91,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Campus Life",admu,91,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Campus Life",dlsu,74,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Campus Life",up,145,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Campus Life",ust,88,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Values & Identity",admu,56,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Values & Identity",dlsu,38,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Values & Identity",up,102,2026-05-08T01:45:34.914Z
06a3cff1-1db3-4277-8a62-19ce3b476d39,up,"Values & Identity",ust,54,2026-05-08T01:45:34.914Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Academic Experience",admu,64,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Academic Experience",dlsu,71,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Academic Experience",up,26,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Academic Experience",ust,44,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Social & Cultural Fit",admu,108,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Social & Cultural Fit",dlsu,111,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Social & Cultural Fit",up,28,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Social & Cultural Fit",ust,50,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Campus Life",admu,140,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Campus Life",dlsu,102,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Campus Life",up,73,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Campus Life",ust,53,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Values & Identity",admu,103,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Values & Identity",dlsu,56,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Values & Identity",up,66,2026-05-08T11:48:02.184Z
ead60c4e-a371-4c1a-a738-cabd862073a3,admu,"Values & Identity",ust,54,2026-05-08T11:48:02.184Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Academic Experience",admu,63,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Academic Experience",dlsu,52,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Academic Experience",up,30,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Academic Experience",ust,42,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Social & Cultural Fit",admu,103,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Social & Cultural Fit",dlsu,97,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Social & Cultural Fit",up,32,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Social & Cultural Fit",ust,54,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Campus Life",admu,95,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Campus Life",dlsu,108,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Campus Life",up,75,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Campus Life",ust,99,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Values & Identity",admu,106,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Values & Identity",dlsu,76,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Values & Identity",up,60,2026-05-08T15:29:12.752Z
6e877ea2-65a4-42dd-8f52-a4ba62d09490,admu,"Values & Identity",ust,31,2026-05-08T15:29:12.752Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Academic Experience",admu,25,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Academic Experience",dlsu,17,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Academic Experience",up,71,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Academic Experience",ust,77,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Social & Cultural Fit",admu,36,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Social & Cultural Fit",dlsu,35,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Social & Cultural Fit",up,94,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Social & Cultural Fit",ust,113,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Campus Life",admu,75,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Campus Life",dlsu,68,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Campus Life",up,79,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Campus Life",ust,130,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Values & Identity",admu,39,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Values & Identity",dlsu,53,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Values & Identity",up,71,2026-05-08T16:17:59.429Z
f5b0acb0-9061-4f25-96fd-a7a0cf53ae9f,ust,"Values & Identity",ust,93,2026-05-08T16:17:59.429Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Academic Experience",admu,43,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Academic Experience",dlsu,47,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Academic Experience",up,12,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Academic Experience",ust,85,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Social & Cultural Fit",admu,33,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Social & Cultural Fit",dlsu,37,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Social & Cultural Fit",up,104,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Social & Cultural Fit",ust,111,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Campus Life",admu,70,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Campus Life",dlsu,40,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Campus Life",up,119,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Campus Life",ust,148,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Values & Identity",admu,40,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Values & Identity",dlsu,52,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Values & Identity",up,64,2026-05-08T21:31:12.142Z
1010ac19-c0fa-4217-9ea6-976543576506,ust,"Values & Identity",ust,108,2026-05-08T21:31:12.142Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Academic Experience",admu,42,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Academic Experience",dlsu,18,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Academic Experience",up,140,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Academic Experience",ust,16,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Social & Cultural Fit",admu,51,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Social & Cultural Fit",dlsu,42,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Social & Cultural Fit",up,112,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Social & Cultural Fit",ust,81,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Campus Life",admu,99,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Campus Life",dlsu,95,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Campus Life",up,117,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Campus Life",ust,96,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Values & Identity",admu,51,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Values & Identity",dlsu,40,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Values & Identity",up,128,2026-05-08T21:35:17.922Z
c80051ff-f160-4426-b81e-a8dd8ea5ae06,up,"Values & Identity",ust,42,2026-05-08T21:35:17.922Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Academic Experience",admu,74,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Academic Experience",dlsu,66,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Academic Experience",up,35,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Academic Experience",ust,37,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Social & Cultural Fit",admu,95,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Social & Cultural Fit",dlsu,111,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Social & Cultural Fit",up,46,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Social & Cultural Fit",ust,52,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Campus Life",admu,91,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Campus Life",dlsu,150,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Campus Life",up,73,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Campus Life",ust,76,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Values & Identity",admu,81,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Values & Identity",dlsu,104,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Values & Identity",up,52,2026-05-08T21:53:24.897Z
c6c01191-49a4-4c27-8754-91f8f187858d,dlsu,"Values & Identity",ust,36,2026-05-08T21:53:24.897Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Academic Experience",admu,66,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Academic Experience",dlsu,48,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Academic Experience",up,54,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Academic Experience",ust,55,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Social & Cultural Fit",admu,55,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Social & Cultural Fit",dlsu,84,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Social & Cultural Fit",up,49,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Social & Cultural Fit",ust,80,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Campus Life",admu,78,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Campus Life",dlsu,63,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Campus Life",up,99,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Campus Life",ust,111,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Values & Identity",admu,79,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Values & Identity",dlsu,64,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Values & Identity",up,37,2026-05-08T23:27:11.588Z
2de84b36-7330-4729-a79b-ab7ff0257a51,ust,"Values & Identity",ust,71,2026-05-08T23:27:11.588Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Academic Experience",admu,71,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Academic Experience",dlsu,38,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Academic Experience",up,54,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Academic Experience",ust,46,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Social & Cultural Fit",admu,110,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Social & Cultural Fit",dlsu,121,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Social & Cultural Fit",up,18,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Social & Cultural Fit",ust,47,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Campus Life",admu,138,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Campus Life",dlsu,92,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Campus Life",up,69,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Campus Life",ust,55,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Values & Identity",admu,94,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Values & Identity",dlsu,71,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Values & Identity",up,66,2026-05-09T05:39:05.256Z
df088e49-83a2-4675-8730-d5c3762bbdb0,admu,"Values & Identity",ust,50,2026-05-09T05:39:05.256Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Academic Experience",admu,42,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Academic Experience",dlsu,18,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Academic Experience",up,140,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Academic Experience",ust,16,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Social & Cultural Fit",admu,41,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Social & Cultural Fit",dlsu,32,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Social & Cultural Fit",up,136,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Social & Cultural Fit",ust,91,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Campus Life",admu,80,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Campus Life",dlsu,65,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Campus Life",up,154,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Campus Life",ust,91,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Values & Identity",admu,68,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Values & Identity",dlsu,46,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Values & Identity",up,104,2026-05-09T18:31:01.993Z
bc49d523-5c03-422c-a4b0-c486e76023a4,up,"Values & Identity",ust,49,2026-05-09T18:31:01.993Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Academic Experience",admu,42,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Academic Experience",dlsu,30,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Academic Experience",up,109,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Academic Experience",ust,27,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Social & Cultural Fit",admu,51,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Social & Cultural Fit",dlsu,31,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Social & Cultural Fit",up,116,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Social & Cultural Fit",ust,84,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Campus Life",admu,103,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Campus Life",dlsu,66,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Campus Life",up,98,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Campus Life",ust,54,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Values & Identity",admu,60,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Values & Identity",dlsu,52,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Values & Identity",up,83,2026-05-09T21:44:28.733Z
57c8d0ba-46ad-462c-8e3f-f436943d4c66,up,"Values & Identity",ust,77,2026-05-09T21:44:28.733Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,ust,"Academic Experience",admu,38,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,ust,"Academic Experience",dlsu,39,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,ust,"Academic Experience",up,29,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,ust,"Academic Experience",ust,78,2026-05-09T23:52:28.646Z
37dc96eb-dd23-4881-8ba8-64ad33dfa5a1,ust,"Social & Cultural Fit",admu,42,2026-05-09T23:52:28.646Z
